fsw,cap,ind,ripple_v,ripple_c
20000.0,2e-05,3e-05,0.0028465467208816557,0.06638357604462884
20000.0,2e-05,0.0001336842105263158,0.0030240814298543644,0.05969759864819119
20000.0,2e-05,0.00023736842105263157,0.005427679482637411,0.03608696507857926
20000.0,2e-05,0.0003410526315789474,0.006417701246135049,0.04714717283137138
20000.0,2e-05,0.00044473684210526317,0.004157656950781365,0.04784836397697715
20000.0,2e-05,0.0005484210526315789,0.0038219089968086826,0.060778110607776874
20000.0,2e-05,0.0006521052631578947,0.0057506118448265205,0.05404968899234529
20000.0,2e-05,0.0007557894736842104,0.005014338643867177,0.06730364525319327
20000.0,2e-05,0.0008594736842105263,0.003385672662609218,0.03261900826390438
20000.0,2e-05,0.0009631578947368421,0.0035631039386292453,0.04886851488990694
20000.0,2e-05,0.001066842105263158,0.005506245342449778,0.033141008139691376
20000.0,2e-05,0.0011705263157894736,0.0038379521653805555,0.054585839326804185
20000.0,2e-05,0.0012742105263157896,0.005719887227899437,0.04416337573616733
20000.0,2e-05,0.0013778947368421053,0.001997203673517767,0.027667655310686934
20000.0,2e-05,0.001481578947368421,0.005707965503071207,0.0406798519095137
20000.0,2e-05,0.001585263157894737,0.003666137139700197,0.04624787635134177
20000.0,2e-05,0.0016889473684210527,0.0045369851539657806,0.03574803680723749
20000.0,2e-05,0.0017926315789473684,0.002990525642763499,0.024594430205036332
20000.0,2e-05,0.0018963157894736843,0.00653034202663304,0.031539542907483356
20000.0,2e-05,0.002,0.004963219551765585,0.04474300019861735
20000.0,7.157894736842105e-05,3e-05,0.0040438961126926555,0.02364749801024611
20000.0,7.157894736842105e-05,0.0001336842105263158,0.0037745797255514598,0.0510598168195893
20000.0,7.157894736842105e-05,0.00023736842105263157,0.00542691306922645,0.037776093326027854
20000.0,7.157894736842105e-05,0.0003410526315789474,0.005950183483434164,0.05239702280187588
20000.0,7.157894736842105e-05,0.00044473684210526317,0.003025097299438658,0.038224063319450934
20000.0,7.157894736842105e-05,0.0005484210526315789,0.002635825183470048,0.04646602091125815
20000.0,7.157894736842105e-05,0.0006521052631578947,0.005324387161340489,0.030919572306002494
20000.0,7.157894736842105e-05,0.0007557894736842104,0.004597499927962991,0.0583812186389567
20000.0,7.157894736842105e-05,0.0008594736842105263,0.002351352597920996,0.06720215611917771
20000.0,7.157894736842105e-05,0.0009631578947368421,0.004558024153159543,0.04214248157708421
20000.0,7.157894736842105e-05,0.001066842105263158,0.005744136697111488,0.048992567765647956
20000.0,7.157894736842105e-05,0.0011705263157894736,0.0041141922118790135,0.04533438732241752
20000.0,7.157894736842105e-05,0.0012742105263157896,0.004187453897279044,0.038678503947281694
20000.0,7.157894736842105e-05,0.0013778947368421053,0.003707496856048874,0.019158578010993216
20000.0,7.157894736842105e-05,0.001481578947368421,0.0024242306972007727,0.01797275194223034
20000.0,7.157894736842105e-05,0.001585263157894737,0.0037172345515733753,0.04605722798203587
20000.0,7.157894736842105e-05,0.0016889473684210527,0.003436132380292015,0.041296617852993794
20000.0,7.157894736842105e-05,0.0017926315789473684,0.0038034550713745784,0.045874864030829146
20000.0,7.157894736842105e-05,0.0018963157894736843,0.003178569121254696,0.03598142682252204
20000.0,7.157894736842105e-05,0.002,0.0037076175569798714,0.03728100866368791
20000.0,0.0001231578947368421,3e-05,0.0026815798214529403,0.03832822238526585
20000.0,0.0001231578947368421,0.0001336842105263158,0.003811996932929088,0.06823239415274993
20000.0,0.0001231578947368421,0.00023736842105263157,0.0047445941373801875,0.0501598330807396
20000.0,0.0001231578947368421,0.0003410526315789474,0.0023729147996782475,0.04465481036676169
20000.0,0.0001231578947368421,0.00044473684210526317,0.004509383597426196,0.02178381735366928
20000.0,0.0001231578947368421,0.0005484210526315789,0.0041934827502151445,0.0365893606556363
20000.0,0.0001231578947368421,0.0006521052631578947,0.003694372712144837,0.07554133699390678
20000.0,0.0001231578947368421,0.0007557894736842104,0.0038355304014838555,0.0830753707885259
20000.0,0.0001231578947368421,0.0008594736842105263,0.0024099544354011008,0.0422683729690449
20000.0,0.0001231578947368421,0.0009631578947368421,0.006309052783736658,0.056324605932883395
20000.0,0.0001231578947368421,0.001066842105263158,0.003484287099849366,0.05011986017708368
20000.0,0.0001231578947368421,0.0011705263157894736,0.001876800903106866,0.01896562692314612
20000.0,0.0001231578947368421,0.0012742105263157896,0.002691936335588616,0.0320724919077411
20000.0,0.0001231578947368421,0.0013778947368421053,0.0060825945037062115,0.019902298055172362
20000.0,0.0001231578947368421,0.001481578947368421,0.003165332989007562,0.04384203765632965
20000.0,0.0001231578947368421,0.001585263157894737,0.003406130780968682,0.06239682337017118
20000.0,0.0001231578947368421,0.0016889473684210527,0.004258662206408279,0.04916908244130289
20000.0,0.0001231578947368421,0.0017926315789473684,0.005762598219894788,0.03606807403594145
20000.0,0.0001231578947368421,0.0018963157894736843,0.003087751916045235,0.01725543517804181
20000.0,0.0001231578947368421,0.002,0.0024562191505028245,0.030588992674920837
20000.0,0.00017473684210526314,3e-05,0.005600869373633225,0.05934434254109943
20000.0,0.00017473684210526314,0.0001336842105263158,0.00420006336760418,0.0587200073146834
20000.0,0.00017473684210526314,0.00023736842105263157,0.0035590923859408624,0.05058540975966329
20000.0,0.00017473684210526314,0.0003410526315789474,0.003591893753837926,0.03428094227542319
20000.0,0.00017473684210526314,0.00044473684210526317,0.0034979971880284948,0.05744723200194612
20000.0,0.00017473684210526314,0.0005484210526315789,0.0037470722339582214,0.03511600568315299
20000.0,0.00017473684210526314,0.0006521052631578947,0.0037106436266448675,0.04208236253933034
20000.0,0.00017473684210526314,0.0007557894736842104,0.0038172701564016046,0.055962665888958006
20000.0,0.00017473684210526314,0.0008594736842105263,0.004252609202720989,0.0390672110951428
20000.0,0.00017473684210526314,0.0009631578947368421,0.007882658732765098,0.059517571132422994
20000.0,0.00017473684210526314,0.001066842105263158,0.007031630184476051,0.029180592828952974
20000.0,0.00017473684210526314,0.0011705263157894736,0.004856950371731358,0.034582308563789084
20000.0,0.00017473684210526314,0.0012742105263157896,0.004849141541307947,0.047303219252729616
20000.0,0.00017473684210526314,0.0013778947368421053,0.007114223724517951,0.052594279873498316
20000.0,0.00017473684210526314,0.001481578947368421,0.0016213559566361697,0.03012141393699196
20000.0,0.00017473684210526314,0.001585263157894737,0.0038554607371160073,0.02586737164600888
20000.0,0.00017473684210526314,0.0016889473684210527,0.004799049702563633,0.033661132153991
20000.0,0.00017473684210526314,0.0017926315789473684,0.004005104436917278,0.035261106777663434
20000.0,0.00017473684210526314,0.0018963157894736843,0.0051855105061335205,0.0624201208153357
20000.0,0.00017473684210526314,0.002,0.0038080382566117576,0.02454699758514508
20000.0,0.0002263157894736842,3e-05,0.007292282655700271,0.024810900094578026
20000.0,0.0002263157894736842,0.0001336842105263158,0.006839221418007139,0.035580619475179924
20000.0,0.0002263157894736842,0.00023736842105263157,0.0019483782566423686,0.058770096020104585
20000.0,0.0002263157894736842,0.0003410526315789474,0.008212165840348952,0.026828476859515372
20000.0,0.0002263157894736842,0.00044473684210526317,0.004407443817724476,0.073219597801745
20000.0,0.0002263157894736842,0.0005484210526315789,0.004248063907534821,0.07982324473630786
20000.0,0.0002263157894736842,0.0006521052631578947,0.002540464952686231,0.0675967870485815
20000.0,0.0002263157894736842,0.0007557894736842104,0.005295232783342467,0.02011348409762987
20000.0,0.0002263157894736842,0.0008594736842105263,0.0037651771655383,0.040997144315027614
20000.0,0.0002263157894736842,0.0009631578947368421,0.0032536532073712842,0.021047830168961137
20000.0,0.0002263157894736842,0.001066842105263158,0.003305765172776121,0.030059220829546422
20000.0,0.0002263157894736842,0.0011705263157894736,0.005520559073381642,0.030262244521362634
20000.0,0.0002263157894736842,0.0012742105263157896,0.0030544471677101796,0.04105846449983801
20000.0,0.0002263157894736842,0.0013778947368421053,0.005683147790848298,0.020612498584091327
