fsw,cap,ind,pl_sw_h,pl_sw_l
20000.0,2e-05,3e-05,2.79795321802401,0.417938810472274
20000.0,2e-05,0.0001336842105263158,3.1193377520773553,0.6000732655592474
20000.0,2e-05,0.00023736842105263157,4.442086416864322,0.5011261947302176
20000.0,2e-05,0.0003410526315789474,4.040638388374292,0.4350122216200062
20000.0,2e-05,0.00044473684210526317,5.973901808645959,0.6598882374979047
20000.0,2e-05,0.0005484210526315789,2.358550509078241,0.35430176632282484
20000.0,2e-05,0.0006521052631578947,4.066900685556721,0.37478855322372795
20000.0,2e-05,0.0007557894736842104,2.450967898870075,0.45003693630749064
20000.0,2e-05,0.0008594736842105263,6.224371877344499,0.30551693561136034
20000.0,2e-05,0.0009631578947368421,5.3141237210981895,0.24652903481939856
20000.0,2e-05,0.001066842105263158,2.9972067873928743,0.45590549928136737
20000.0,2e-05,0.0011705263157894736,4.220365676993351,0.557804203562719
20000.0,2e-05,0.0012742105263157896,3.8424929314883287,0.4649321753402438
20000.0,2e-05,0.0013778947368421053,4.060015683357158,0.5165867203937443
20000.0,2e-05,0.001481578947368421,3.6528242039236662,0.24362107758531254
20000.0,2e-05,0.001585263157894737,5.658271885177145,0.644739242959716
20000.0,2e-05,0.0016889473684210527,4.399369115754686,0.36839539556729933
20000.0,2e-05,0.0017926315789473684,4.441230265585277,0.4101491259429653
20000.0,2e-05,0.0018963157894736843,6.8183686342534955,0.5638709826064072
20000.0,2e-05,0.002,3.0424879029693646,0.3984841581722473
20000.0,7.157894736842105e-05,3e-05,4.112336096687544,0.7532813558721981
20000.0,7.157894736842105e-05,0.0001336842105263158,5.386979703319701,0.17909254658203638
20000.0,7.157894736842105e-05,0.00023736842105263157,6.47272626676864,0.6048344444261803
20000.0,7.157894736842105e-05,0.0003410526315789474,8.028072940716319,0.5431156069648206
20000.0,7.157894736842105e-05,0.00044473684210526317,5.603886317295857,0.5055435784734111
20000.0,7.157894736842105e-05,0.0005484210526315789,6.782541469499786,0.5135027411338088
20000.0,7.157894736842105e-05,0.0006521052631578947,4.485470973522657,0.7109708786013971
20000.0,7.157894736842105e-05,0.0007557894736842104,4.103539573164409,0.5901810527877127
20000.0,7.157894736842105e-05,0.0008594736842105263,5.100028160240598,0.36348451902103485
20000.0,7.157894736842105e-05,0.0009631578947368421,4.8520565610722635,0.6828759858985969
