fsw,cap,ind,pl_c
20000.0,2e-05,3e-05,4.570384197369213
20000.0,2e-05,0.0001336842105263158,4.6538416729586025
20000.0,2e-05,0.00023736842105263157,2.5722434456738603
20000.0,2e-05,0.0003410526315789474,5.1633113913182855
20000.0,2e-05,0.00044473684210526317,5.1452300685765175
20000.0,2e-05,0.0005484210526315789,5.7225644005144565
20000.0,2e-05,0.0006521052631578947,2.5446256501977462
20000.0,2e-05,0.0007557894736842104,4.349369937653017
20000.0,2e-05,0.0008594736842105263,4.885139887261709
20000.0,2e-05,0.0009631578947368421,3.329430965389779
20000.0,2e-05,0.001066842105263158,4.184908262480636
20000.0,2e-05,0.0011705263157894736,6.077169611510256
20000.0,2e-05,0.0012742105263157896,5.771677662261393
20000.0,2e-05,0.0013778947368421053,3.6740258696396
20000.0,2e-05,0.001481578947368421,3.1441749703627573
20000.0,2e-05,0.001585263157894737,4.43707898493359
20000.0,2e-05,0.0016889473684210527,4.3472891535243585
20000.0,2e-05,0.0017926315789473684,4.353869335546703
20000.0,2e-05,0.0018963157894736843,3.087187748123201
20000.0,2e-05,0.002,3.111531726626711
20000.0,7.157894736842105e-05,3e-05,3.517997918793064
20000.0,7.157894736842105e-05,0.0001336842105263158,5.286878098273362
20000.0,7.157894736842105e-05,0.00023736842105263157,3.5006270532694566
20000.0,7.157894736842105e-05,0.0003410526315789474,3.622592234904027
20000.0,7.157894736842105e-05,0.00044473684210526317,3.0689985191668345
20000.0,7.157894736842105e-05,0.0005484210526315789,3.5104883330788237
20000.0,7.157894736842105e-05,0.0006521052631578947,3.4478845478764133
20000.0,7.157894736842105e-05,0.0007557894736842104,4.2726504390261715
20000.0,7.157894736842105e-05,0.0008594736842105263,4.1521552068622265
20000.0,7.157894736842105e-05,0.0009631578947368421,2.1683137998588005
20000.0,7.157894736842105e-05,0.001066842105263158,4.2635994967039705
20000.0,7.157894736842105e-05,0.0011705263157894736,3.744830603062987
20000.0,7.157894736842105e-05,0.0012742105263157896,3.65380360807303
20000.0,7.157894736842105e-05,0.0013778947368421053,3.3207952015461766
20000.0,7.157894736842105e-05,0.001481578947368421,3.5301351433261905
20000.0,7.157894736842105e-05,0.001585263157894737,5.704431276331954
20000.0,7.157894736842105e-05,0.0016889473684210527,3.4358941994547405
20000.0,7.157894736842105e-05,0.0017926315789473684,4.283113785147014
20000.0,7.157894736842105e-05,0.0018963157894736843,6.885513135135009
20000.0,7.157894736842105e-05,0.002,3.991522273523291
20000.0,0.0001231578947368421,3e-05,4.846892886732529
20000.0,0.0001231578947368421,0.0001336842105263158,1.9661163479719128
20000.0,0.0001231578947368421,0.00023736842105263157,6.085000476424378
20000.0,0.0001231578947368421,0.0003410526315789474,5.732480870971869
20000.0,0.0001231578947368421,0.00044473684210526317,3.6621696364353324
20000.0,0.0001231578947368421,0.0005484210526315789,5.2980758953365585
20000.0,0.0001231578947368421,0.0006521052631578947,5.642264215687878
20000.0,0.0001231578947368421,0.0007557894736842104,3.4069826087059734
20000.0,0.0001231578947368421,0.0008594736842105263,5.940882382977168
20000.0,0.0001231578947368421,0.0009631578947368421,2.118686984095577
20000.0,0.0001231578947368421,0.001066842105263158,3.983056734115185
20000.0,0.0001231578947368421,0.0011705263157894736,4.033597242508478
20000.0,0.0001231578947368421,0.0012742105263157896,3.8428703589227817
20000.0,0.0001231578947368421,0.0013778947368421053,5.716796775855741
20000.0,0.0001231578947368421,0.001481578947368421,3.692983704042443
20000.0,0.0001231578947368421,0.001585263157894737,5.493942234175608
20000.0,0.0001231578947368421,0.0016889473684210527,5.9194368748156885
20000.0,0.0001231578947368421,0.0017926315789473684,4.421923238790274
